id,slug,title,domain_slug,domain_title,pack_slug,pack_title,path,sha256
PLC-193,environment-topology,Environment Topology,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",infrastructure,Infrastructure,skills/12-platform-cloud-devops-cicd/infrastructure/environment-topology/SKILL.md,532b779b01aa60a21c5b1300dd09075c38d27ab7fb8ac056cc07ddab9d3f701d
PLC-194,network-and-edge-architecture,Network and Edge Architecture,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",infrastructure,Infrastructure,skills/12-platform-cloud-devops-cicd/infrastructure/network-and-edge-architecture/SKILL.md,9893838bda8a0fa9842f637c18cbf5e0d458a3cec79dc7bb5c9be1f0232e28d9
PLC-195,storage-and-compute-selection,Storage and Compute Selection,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",infrastructure,Infrastructure,skills/12-platform-cloud-devops-cicd/infrastructure/storage-and-compute-selection/SKILL.md,29093dd1252b06f7cd068a1bf240c38418854d36a1089e978635f770617cd926
PLC-196,continuous-integration,Continuous Integration,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",continuous-delivery,Continuous Delivery,skills/12-platform-cloud-devops-cicd/continuous-delivery/continuous-integration/SKILL.md,3d4130c8f47686c034cf98321ef1cebdde34c15626f72b9a41bafd337df12cc5
PLC-197,continuous-delivery,Continuous Delivery,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",continuous-delivery,Continuous Delivery,skills/12-platform-cloud-devops-cicd/continuous-delivery/continuous-delivery/SKILL.md,1413aabab205804e5b72c35f66ec024177e9751cdbc5453104f2df52a076529a
PLC-198,deployment-strategies,Deployment Strategies,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",continuous-delivery,Continuous Delivery,skills/12-platform-cloud-devops-cicd/continuous-delivery/deployment-strategies/SKILL.md,22e8da30d58010ed420f9f9ee338b4e7436200f3904d9d89b6948276484ec11c
PLC-199,artifact-provenance,Artifact Provenance,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",continuous-delivery,Continuous Delivery,skills/12-platform-cloud-devops-cicd/continuous-delivery/artifact-provenance/SKILL.md,f9e321693221f7d172e841c4176b0217e5046fd821527ba000f8cc9f521cf479
PLC-200,configuration-management,Configuration Management,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",environment-automation,Environment Automation,skills/12-platform-cloud-devops-cicd/environment-automation/configuration-management/SKILL.md,a4a785a00f5733518bf1d3743a41dfb62d87cdf50da4ce5b8f138d30ba4538d2
PLC-201,secrets-delivery,Secrets Delivery,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",environment-automation,Environment Automation,skills/12-platform-cloud-devops-cicd/environment-automation/secrets-delivery/SKILL.md,e8d12db3721ce79eb23262c59673989b153042cab9d2110fbbe754d5984a7ebf
PLC-202,environment-promotion,Environment Promotion,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",environment-automation,Environment Automation,skills/12-platform-cloud-devops-cicd/environment-automation/environment-promotion/SKILL.md,18d9f13ac61c346ea29ab9c48aeb3fdd1ac1147df9c76989dd2debe118de75be
PLC-203,rollback-automation,Rollback Automation,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",environment-automation,Environment Automation,skills/12-platform-cloud-devops-cicd/environment-automation/rollback-automation/SKILL.md,70729e6621a9c81ab66a321f5e9d3a9504b90e7962922f17d3f45057f09abe9a
PLC-204,service-level-objectives,Service Level Objectives,13-reliability-observability-operations,"Reliability, Observability and Operations",site-reliability,Site Reliability,skills/13-reliability-observability-operations/site-reliability/service-level-objectives/SKILL.md,c8253c359cdf913c57133d61d37840101d5b59aef88455d190ad6ec57f6ec5c3
PLC-205,error-budget-management,Error Budget Management,13-reliability-observability-operations,"Reliability, Observability and Operations",site-reliability,Site Reliability,skills/13-reliability-observability-operations/site-reliability/error-budget-management/SKILL.md,cf7600d4500a7344d7152f3497f90227a5b6bd006875cc9f8909eaf73397d59c
PLC-206,reliability-risk-analysis,Reliability Risk Analysis,13-reliability-observability-operations,"Reliability, Observability and Operations",site-reliability,Site Reliability,skills/13-reliability-observability-operations/site-reliability/reliability-risk-analysis/SKILL.md,29d2a4b0ae5c3c59609564ce67baaf610bc61fca1cd2ccc7cfdc2ff46e55e114
PLC-207,resilience-testing,Resilience Testing,13-reliability-observability-operations,"Reliability, Observability and Operations",site-reliability,Site Reliability,skills/13-reliability-observability-operations/site-reliability/resilience-testing/SKILL.md,b20a4555779adb15d8af0bd1965f8238dd9d3d3fd24a5ea1ea61efdccb58f1fb
PLC-208,telemetry-architecture,Telemetry Architecture,13-reliability-observability-operations,"Reliability, Observability and Operations",observability,Observability,skills/13-reliability-observability-operations/observability/telemetry-architecture/SKILL.md,6eb9142a32e6522988ac1788376e9a383525a2d39611eefa387c8ac1653a5e86
PLC-209,logging-strategy,Logging Strategy,13-reliability-observability-operations,"Reliability, Observability and Operations",observability,Observability,skills/13-reliability-observability-operations/observability/logging-strategy/SKILL.md,a9a7e3521bee52bc9ca62f72b6fc61e6ca683cd50783c4af8070172d8e46f8d2
PLC-210,metrics-strategy,Metrics Strategy,13-reliability-observability-operations,"Reliability, Observability and Operations",observability,Observability,skills/13-reliability-observability-operations/observability/metrics-strategy/SKILL.md,b4b0b7381e711fb159dce360213daa83ae9e84b9da7c4af81c1cdcd02f4cf0d8
PLC-211,tracing-strategy,Tracing Strategy,13-reliability-observability-operations,"Reliability, Observability and Operations",observability,Observability,skills/13-reliability-observability-operations/observability/tracing-strategy/SKILL.md,2011107d0dd53fb6de780b977e16fc394b8009a955a53ee66936a2a27f1ffd55
PLC-212,incident-detection-and-triage,Incident Detection and Triage,13-reliability-observability-operations,"Reliability, Observability and Operations",incident-management,Incident Management,skills/13-reliability-observability-operations/incident-management/incident-detection-and-triage/SKILL.md,c7d4d032caeb988fe013b1664abcb319f24ec939099433f9426f3ad3454c5a99
PLC-213,incident-response,Incident Response,13-reliability-observability-operations,"Reliability, Observability and Operations",incident-management,Incident Management,skills/13-reliability-observability-operations/incident-management/incident-response/SKILL.md,3d9e315e296e4eac33d49f9ae7a68cd10a4a24e9b4399d254d0ae95f2aa8e2fd
PLC-214,communication-and-status-management,Communication and Status Management,13-reliability-observability-operations,"Reliability, Observability and Operations",incident-management,Incident Management,skills/13-reliability-observability-operations/incident-management/communication-and-status-management/SKILL.md,f1dfc33916167f8a5f01978e8d681cabc350601593af4fb61b381a32f96b7499
PLC-215,post-incident-learning,Post Incident Learning,13-reliability-observability-operations,"Reliability, Observability and Operations",incident-management,Incident Management,skills/13-reliability-observability-operations/incident-management/post-incident-learning/SKILL.md,e6adea45f8f10509a85e25d0ebc4d92133d41bf48b12fcec50617518d27cdf1c
PLC-216,runbook-engineering,Runbook Engineering,13-reliability-observability-operations,"Reliability, Observability and Operations",operational-excellence,Operational Excellence,skills/13-reliability-observability-operations/operational-excellence/runbook-engineering/SKILL.md,884f74bfdefdd1a809f0572bed7c54373fb0f6b1bb4c18bab384199948d117cb
PLC-217,operational-readiness,Operational Readiness,13-reliability-observability-operations,"Reliability, Observability and Operations",operational-excellence,Operational Excellence,skills/13-reliability-observability-operations/operational-excellence/operational-readiness/SKILL.md,a10591d2a994f1f4e20d755c4a45af25491eef45b7537d98c26ce0bf8e6a64b9
PLC-218,capacity-operations,Capacity Operations,13-reliability-observability-operations,"Reliability, Observability and Operations",operational-excellence,Operational Excellence,skills/13-reliability-observability-operations/operational-excellence/capacity-operations/SKILL.md,48e6a41533b1f789c6ef8d26ab434682f42820cc91d8f26ba93c93453da7d0cd
PLC-219,maintenance-operations,Maintenance Operations,13-reliability-observability-operations,"Reliability, Observability and Operations",operational-excellence,Operational Excellence,skills/13-reliability-observability-operations/operational-excellence/maintenance-operations/SKILL.md,22d7cf642ead6f4aa7129bd503a0d49c1ae0b1c31cbfcdb3f91323591f3a06e1
PLC-220,performance-budgeting,Performance Budgeting,14-performance-capacity-scalability,"Performance, Capacity and Scalability",performance-engineering,Performance Engineering,skills/14-performance-capacity-scalability/performance-engineering/performance-budgeting/SKILL.md,5232ae42d988c79dcbb7c91259e0dc583f0c7d1db49344c53bedbcc3315a31a6
PLC-221,latency-optimization,Latency Optimization,14-performance-capacity-scalability,"Performance, Capacity and Scalability",performance-engineering,Performance Engineering,skills/14-performance-capacity-scalability/performance-engineering/latency-optimization/SKILL.md,e2be02b54d4ef83d97179ae1d00d7d028f5f4fd3b8334e521b8ac4baff59f261
PLC-222,throughput-optimization,Throughput Optimization,14-performance-capacity-scalability,"Performance, Capacity and Scalability",performance-engineering,Performance Engineering,skills/14-performance-capacity-scalability/performance-engineering/throughput-optimization/SKILL.md,73bf358a6e8281ba7cf33888aa42d9afba02f30e6d1d7b16b47d20478555bbc9
PLC-223,resource-efficiency,Resource Efficiency,14-performance-capacity-scalability,"Performance, Capacity and Scalability",performance-engineering,Performance Engineering,skills/14-performance-capacity-scalability/performance-engineering/resource-efficiency/SKILL.md,65f56c16bc15d4c826c9dc51df69889c8514f14ca253bdcece702e07d22cf7f4
PLC-224,workload-modeling,Workload Modeling,14-performance-capacity-scalability,"Performance, Capacity and Scalability",capacity-engineering,Capacity Engineering,skills/14-performance-capacity-scalability/capacity-engineering/workload-modeling/SKILL.md,86ca8570e8e4c38696a7e49330642d914e35c686b6d6aea99886edbbcf714ec5
PLC-225,capacity-planning,Capacity Planning,14-performance-capacity-scalability,"Performance, Capacity and Scalability",capacity-engineering,Capacity Engineering,skills/14-performance-capacity-scalability/capacity-engineering/capacity-planning/SKILL.md,536c9b88cc4b378310441b611e9bab4faf3d2b5779c12e35c70a96cb3e63d254
PLC-226,load-testing,Load Testing,14-performance-capacity-scalability,"Performance, Capacity and Scalability",capacity-engineering,Capacity Engineering,skills/14-performance-capacity-scalability/capacity-engineering/load-testing/SKILL.md,3f1404ac22aebb2dbcb8c5079314b22c109b21fc0e8a26f4079e602214c8bf1e
PLC-227,saturation-analysis,Saturation Analysis,14-performance-capacity-scalability,"Performance, Capacity and Scalability",capacity-engineering,Capacity Engineering,skills/14-performance-capacity-scalability/capacity-engineering/saturation-analysis/SKILL.md,7268ec0d4bb4a13f9465560266b629cf2af2e8874ec5083d3a28b4feda4953cf
PLC-228,horizontal-scalability,Horizontal Scalability,14-performance-capacity-scalability,"Performance, Capacity and Scalability",scalability-patterns,Scalability Patterns,skills/14-performance-capacity-scalability/scalability-patterns/horizontal-scalability/SKILL.md,336644b8b6c6a51cb0cd1ce19ac7652c7acea16426d51246cc70dede64840187
PLC-229,vertical-scalability,Vertical Scalability,14-performance-capacity-scalability,"Performance, Capacity and Scalability",scalability-patterns,Scalability Patterns,skills/14-performance-capacity-scalability/scalability-patterns/vertical-scalability/SKILL.md,896ccfb08bdd008dc5fdadcc00ba3e2ad42c6a3b5ac2d351d1028fa3e1f75950
PLC-230,caching-strategy,Caching Strategy,14-performance-capacity-scalability,"Performance, Capacity and Scalability",scalability-patterns,Scalability Patterns,skills/14-performance-capacity-scalability/scalability-patterns/caching-strategy/SKILL.md,f5dc41560a0d8e1fc1b84e72e8ac8b600b3eba7df8b926c5fe6f8de17f2a49d1
PLC-231,queue-and-backpressure-design,Queue and Backpressure Design,14-performance-capacity-scalability,"Performance, Capacity and Scalability",scalability-patterns,Scalability Patterns,skills/14-performance-capacity-scalability/scalability-patterns/queue-and-backpressure-design/SKILL.md,df82a81d13ae4011fe74a3d6248ad519ad6254a77a658a8a8986552c5c0c1967
PLC-232,integration-requirements,Integration Requirements,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",integration-design,Integration Design,skills/15-integrations-external-ecosystem/integration-design/integration-requirements/SKILL.md,81d72915063fc5daaaf209116b34b76655ad3e22774b13f9625ed97bdb437526
PLC-233,protocol-and-pattern-selection,Protocol and Pattern Selection,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",integration-design,Integration Design,skills/15-integrations-external-ecosystem/integration-design/protocol-and-pattern-selection/SKILL.md,94d2e86878180e6319103edd4a0d41b689631937b9899f127413cc97792dac3b
PLC-234,data-contract-mapping,Data Contract Mapping,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",integration-design,Integration Design,skills/15-integrations-external-ecosystem/integration-design/data-contract-mapping/SKILL.md,12e7771aebf28ed9dd78ad386458ece8a703fe7c0e5164260278df45dd7a03b1
PLC-235,integration-reliability,Integration Reliability,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",integration-design,Integration Design,skills/15-integrations-external-ecosystem/integration-design/integration-reliability/SKILL.md,78acce859a46e2ac53f83db7c526cb617f1ce2546407dc87f07edef27d303abb
PLC-236,third-party-due-diligence,Third Party Due Diligence,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",vendor-governance,Vendor Governance,skills/15-integrations-external-ecosystem/vendor-governance/third-party-due-diligence/SKILL.md,7fcd5b25e804a7fe52a3d24a4ca58a80bfa098c2ad6a5fa1df93d18b21c04857
PLC-237,vendor-sla-governance,Vendor SLA Governance,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",vendor-governance,Vendor Governance,skills/15-integrations-external-ecosystem/vendor-governance/vendor-sla-governance/SKILL.md,68d02365f52deb1cf10314f092f50ae70f0415551f56d45cb07765e266d2387f
PLC-238,vendor-exit-strategy,Vendor Exit Strategy,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",vendor-governance,Vendor Governance,skills/15-integrations-external-ecosystem/vendor-governance/vendor-exit-strategy/SKILL.md,19fff6d4abb3b08a2c2551107249bcc30f8debc39f4aa7be15119bdd04435270
PLC-239,partner-api-program,Partner API Program,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",ecosystem-enablement,Ecosystem Enablement,skills/15-integrations-external-ecosystem/ecosystem-enablement/partner-api-program/SKILL.md,4b3c1c74b4e0d000d7098d4e5d4ce999c46122010428f83ce2bcc624fd0b389b
PLC-240,webhook-and-event-ecosystem,Webhook and Event Ecosystem,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",ecosystem-enablement,Ecosystem Enablement,skills/15-integrations-external-ecosystem/ecosystem-enablement/webhook-and-event-ecosystem/SKILL.md,5819bde40cac949af919c3e51e4a534a40df558bf90781c21f2cfa942c540c04
PLC-241,sandbox-and-developer-portal,Sandbox and Developer Portal,15-integrations-external-ecosystem,"Integrations, External Services and Ecosystems",ecosystem-enablement,Ecosystem Enablement,skills/15-integrations-external-ecosystem/ecosystem-enablement/sandbox-and-developer-portal/SKILL.md,7e24b7d46b2bf1deb4e26cb870bc9b7a73806a1059826ee728a2f916e76537b5
PLC-242,growth-model,Growth Model,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",growth-strategy,Growth Strategy,skills/16-growth-experimentation-monetization/growth-strategy/growth-model/SKILL.md,8a8ab0a2e1a295fbab359b94b5c29a78f2b511b027962c031736edf9fdb44a77
PLC-243,acquisition-strategy,Acquisition Strategy,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",growth-strategy,Growth Strategy,skills/16-growth-experimentation-monetization/growth-strategy/acquisition-strategy/SKILL.md,99e0275c21d3b2318678bee161a48f1fd089cb8d8c54ee3386119ca8ce8325c2
PLC-244,activation-strategy,Activation Strategy,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",growth-strategy,Growth Strategy,skills/16-growth-experimentation-monetization/growth-strategy/activation-strategy/SKILL.md,7188be6a06b7cfb917e26d54fd0187cffd2d5f7c8aee107594ad90bbdf08379c
PLC-245,referral-loop-design,Referral Loop Design,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",growth-strategy,Growth Strategy,skills/16-growth-experimentation-monetization/growth-strategy/referral-loop-design/SKILL.md,1a4d381092767c1aa84b68c8b0013b2558a9ee839d0c1e3f3eef120a4ab2dc71
PLC-246,hypothesis-design,Hypothesis Design,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",experimentation,Experimentation,skills/16-growth-experimentation-monetization/experimentation/hypothesis-design/SKILL.md,ab052f743bd85330adf8fcc2d34ba236fbf67673ac43462f51b3eee52f65d0e3
PLC-247,experiment-design,Experiment Design,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",experimentation,Experimentation,skills/16-growth-experimentation-monetization/experimentation/experiment-design/SKILL.md,e0046a4254d54720e95c11b72d22b8061f2e915728896ebd4a299d301d8bba8b
PLC-248,experiment-instrumentation,Experiment Instrumentation,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",experimentation,Experimentation,skills/16-growth-experimentation-monetization/experimentation/experiment-instrumentation/SKILL.md,c731ff51995f850c77dfdc569741c426d548ab29e9af67c5513a1a6524bcfacc
PLC-249,experiment-decision,Experiment Decision,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",experimentation,Experimentation,skills/16-growth-experimentation-monetization/experimentation/experiment-decision/SKILL.md,24b7c919d62cfa9064d9e1d953e5ff1ff740bbb755bb003d11579b787730abfb
PLC-250,pricing-strategy,Pricing Strategy,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",monetization,Monetization,skills/16-growth-experimentation-monetization/monetization/pricing-strategy/SKILL.md,c6b64351fb9aba951537c414441bbcbcd5a4fc453e8182e92c2f15cd11f32e0d
PLC-251,packaging-and-entitlements,Packaging and Entitlements,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",monetization,Monetization,skills/16-growth-experimentation-monetization/monetization/packaging-and-entitlements/SKILL.md,31c04a4da13b43b3b740d38e036aa0795b4b5a15d58ceaded49d607562f6123b
PLC-252,revenue-operations,Revenue Operations,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",monetization,Monetization,skills/16-growth-experimentation-monetization/monetization/revenue-operations/SKILL.md,dcc0156a2836e4bd7c997fac2c4804666e05fcfbc6002df6ec21c549bac6c779
PLC-253,engagement-mechanics,Engagement Mechanics,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",retention-engagement,Retention and Engagement,skills/16-growth-experimentation-monetization/retention-engagement/engagement-mechanics/SKILL.md,57bb6faae9108370d957be3bc6f42df3f9879d4270975c77de1a5db51e126825
PLC-254,retention-strategy,Retention Strategy,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",retention-engagement,Retention and Engagement,skills/16-growth-experimentation-monetization/retention-engagement/retention-strategy/SKILL.md,871c5a0dd061b3927629cfbb97c1a9e86282b2dadb87c4e03860e08c69762d0e
PLC-255,lifecycle-messaging,Lifecycle Messaging,16-growth-experimentation-monetization,"Growth, Experimentation and Monetization",retention-engagement,Retention and Engagement,skills/16-growth-experimentation-monetization/retention-engagement/lifecycle-messaging/SKILL.md,3ba3c06a55a7c238248aced6c4b62aa9301dbe1f4ebb18b0f7b0ae9710cf6800
PLC-256,delivery-model,Delivery Model,17-delivery-release-change,"Delivery, Release and Change Management",delivery-planning,Delivery Planning,skills/17-delivery-release-change/delivery-planning/delivery-model/SKILL.md,9cac2e444087e52df0ee3da6a2bdfca3d0fd6791b5ead854cd3de2b8ed1c40ae
PLC-257,work-decomposition,Work Decomposition,17-delivery-release-change,"Delivery, Release and Change Management",delivery-planning,Delivery Planning,skills/17-delivery-release-change/delivery-planning/work-decomposition/SKILL.md,64b40d61d397a6062c8fe63249c0f6efe3766c6f1db45e7a29f16f38ac8b39fe
PLC-258,estimation-and-forecasting,Estimation and Forecasting,17-delivery-release-change,"Delivery, Release and Change Management",delivery-planning,Delivery Planning,skills/17-delivery-release-change/delivery-planning/estimation-and-forecasting/SKILL.md,40c56f638dde81fa53dec41961f5f81c0102b6d8b7c95d39b266ffda25e02ed0
PLC-259,milestone-planning,Milestone Planning,17-delivery-release-change,"Delivery, Release and Change Management",delivery-planning,Delivery Planning,skills/17-delivery-release-change/delivery-planning/milestone-planning/SKILL.md,006bed2b98d329eaa6ebdf90f087226b9ada3e8462b5606cfe894f6e5f718dc9
PLC-260,critical-path-management,Critical Path Management,17-delivery-release-change,"Delivery, Release and Change Management",delivery-planning,Delivery Planning,skills/17-delivery-release-change/delivery-planning/critical-path-management/SKILL.md,c37bf3b69da5f58c07b9087d6d40c78eff16e758bdbd6bbf5dacaa9ae6771542
PLC-261,release-planning,Release Planning,17-delivery-release-change,"Delivery, Release and Change Management",release-management,Release Management,skills/17-delivery-release-change/release-management/release-planning/SKILL.md,7e60a33a7c2c06fb97fc51932028396c071c76c9bbc40f626cbff1ac67952cff
PLC-262,release-readiness,Release Readiness,17-delivery-release-change,"Delivery, Release and Change Management",release-management,Release Management,skills/17-delivery-release-change/release-management/release-readiness/SKILL.md,488ebea9635503f155b4beb9fbac1d3e30b5987a77368c71e9db4f3726024b16
PLC-263,rollout-coordination,Rollout Coordination,17-delivery-release-change,"Delivery, Release and Change Management",release-management,Release Management,skills/17-delivery-release-change/release-management/rollout-coordination/SKILL.md,f46af789cd3f4c231e1a1e349cb405e550d7c71447d4aa6a6916b9082f677814
PLC-264,change-communication,Change Communication,17-delivery-release-change,"Delivery, Release and Change Management",release-management,Release Management,skills/17-delivery-release-change/release-management/change-communication/SKILL.md,1e915a2ea7e4ac82ec4ddfd2ff192336fc17729fb73a7f752e9c9eae9585fb46
PLC-265,release-verification,Release Verification,17-delivery-release-change,"Delivery, Release and Change Management",release-management,Release Management,skills/17-delivery-release-change/release-management/release-verification/SKILL.md,5ce8e49b52f23736e9a069edc388c01c90d0775a4d7f0c668db1f57d00aa9f82
PLC-266,change-impact-assessment,Change Impact Assessment,17-delivery-release-change,"Delivery, Release and Change Management",change-risk-management,Change and Risk Management,skills/17-delivery-release-change/change-risk-management/change-impact-assessment/SKILL.md,90b81a1be24eeb22d7c88ab188ed9eaaef4fe740511b6b3c4d84b2e872bf1630
PLC-267,adoption-management,Adoption Management,17-delivery-release-change,"Delivery, Release and Change Management",change-risk-management,Change and Risk Management,skills/17-delivery-release-change/change-risk-management/adoption-management/SKILL.md,2c391aa7d69c6281601e28ae7598980c47570ceeac592e7707300547c18ffbd3
PLC-268,delivery-risk-management,Delivery Risk Management,17-delivery-release-change,"Delivery, Release and Change Management",change-risk-management,Change and Risk Management,skills/17-delivery-release-change/change-risk-management/delivery-risk-management/SKILL.md,643e892b7a7f0e0ec3e4601546d945a6ff8faf4b2e24fbfc4d852bf96cf860db
PLC-269,cross-team-dependency-management,Cross Team Dependency Management,17-delivery-release-change,"Delivery, Release and Change Management",change-risk-management,Change and Risk Management,skills/17-delivery-release-change/change-risk-management/cross-team-dependency-management/SKILL.md,0754e928a12037f29d35a71aa6494375719c760bde486838d8276e56ee90085d
PLC-270,documentation-architecture,Documentation Architecture,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",documentation,Documentation,skills/18-documentation-dx-governance/documentation/documentation-architecture/SKILL.md,1ec52bb4b6762323f7eeef74b6d2e66a4a7e6b235fd003f3bd183bbb507354c6
PLC-271,api-documentation,API Documentation,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",documentation,Documentation,skills/18-documentation-dx-governance/documentation/api-documentation/SKILL.md,6c6eb64b459a4a2b2d71b16479327daf73b8bd4552433b6e9105ce11d35ffae8
PLC-272,operational-documentation,Operational Documentation,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",documentation,Documentation,skills/18-documentation-dx-governance/documentation/operational-documentation/SKILL.md,6025d939da1038ffafeac88bc111823bada74bc566d3b180709b30ed43606d51
PLC-273,decision-documentation,Decision Documentation,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",documentation,Documentation,skills/18-documentation-dx-governance/documentation/decision-documentation/SKILL.md,e07a9592401d7341538b74904b6522a09ad12609bed9f37de65ee3f2bf97bdfb
PLC-274,local-development-experience,Local Development Experience,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",developer-experience,Developer Experience,skills/18-documentation-dx-governance/developer-experience/local-development-experience/SKILL.md,6ad51496347a10797a425c40872693ef4a9fd9284d847d01c69bcecf6b0c8a7c
PLC-275,build-feedback-loops,Build Feedback Loops,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",developer-experience,Developer Experience,skills/18-documentation-dx-governance/developer-experience/build-feedback-loops/SKILL.md,e6051d48feef4c1455e43c590a4e0f79258c5f324cebc529c9659dea82a7f633
PLC-276,tooling-automation,Tooling Automation,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",developer-experience,Developer Experience,skills/18-documentation-dx-governance/developer-experience/tooling-automation/SKILL.md,6f7f6625cbcfe9773b0d1669b55219c0be7db22442bc64dc5d3ffe5a1889058f
PLC-277,developer-onboarding-experience,Developer Onboarding Experience,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",developer-experience,Developer Experience,skills/18-documentation-dx-governance/developer-experience/developer-onboarding-experience/SKILL.md,e0c148798328a1097afa852769ac437ddd88727a91fc206d8786feec200d6669
PLC-278,coding-standards,Coding Standards,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",engineering-governance,Engineering Governance,skills/18-documentation-dx-governance/engineering-governance/coding-standards/SKILL.md,73db38767438d3ee046aa38fcc2a6f565eb022641ef314d1a671aaa4886e5953
PLC-279,repository-governance,Repository Governance,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",engineering-governance,Engineering Governance,skills/18-documentation-dx-governance/engineering-governance/repository-governance/SKILL.md,5d7271fe2b6f040d715c89e40f28d57e47ca43b5af815a48500ee36355a26d9b
PLC-280,technical-debt-governance,Technical Debt Governance,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",engineering-governance,Engineering Governance,skills/18-documentation-dx-governance/engineering-governance/technical-debt-governance/SKILL.md,80fd4890d236e73cd53cee28fcc21ca7f29725962b26ca536f4b07b042ed0319
PLC-281,engineering-review-cadence,Engineering Review Cadence,18-documentation-dx-governance,"Documentation, Developer Experience and Governance",engineering-governance,Engineering Governance,skills/18-documentation-dx-governance/engineering-governance/engineering-review-cadence/SKILL.md,3ea40aa9e7dd746d93725cdf3e3d685403c43c8a00e6ab93af406e7b26efdcd2
PLC-282,internationalization-architecture,Internationalization Architecture,19-internationalization-localization,Internationalization and Localization,internationalization,Internationalization,skills/19-internationalization-localization/internationalization/internationalization-architecture/SKILL.md,cede95fb01f4afee353f93363531f152d0fa2ae5dd7665cbe7c0330e4459cbcf
PLC-283,locale-aware-formatting,Locale Aware Formatting,19-internationalization-localization,Internationalization and Localization,internationalization,Internationalization,skills/19-internationalization-localization/internationalization/locale-aware-formatting/SKILL.md,363f736ce2cce114c3305992b8810e729a513e901859159ffcc0e8d681254f0a
PLC-284,translation-key-design,Translation Key Design,19-internationalization-localization,Internationalization and Localization,internationalization,Internationalization,skills/19-internationalization-localization/internationalization/translation-key-design/SKILL.md,0c1aa54c447bfc203f8721d43d4e617f82bf4f1459708a1e11599dac7b37e440
PLC-285,rtl-and-bidirectional-support,RTL and Bidirectional Support,19-internationalization-localization,Internationalization and Localization,internationalization,Internationalization,skills/19-internationalization-localization/internationalization/rtl-and-bidirectional-support/SKILL.md,ebfc9d138242604471e017a370319412945cbc4adb59e4be2211468b53776c13
PLC-286,localization-workflow,Localization Workflow,19-internationalization-localization,Internationalization and Localization,localization-operations,Localization Operations,skills/19-internationalization-localization/localization-operations/localization-workflow/SKILL.md,9d44bf87d42148613b1383e4bc036d51a9f083f1a585addcae5703bdda4b5b4b
PLC-287,terminology-management,Terminology Management,19-internationalization-localization,Internationalization and Localization,localization-operations,Localization Operations,skills/19-internationalization-localization/localization-operations/terminology-management/SKILL.md,9ddaf7fff8e642a9412adb823e9ff326503a03c5ffd775573a516746c49bbf83
PLC-288,linguistic-quality-assurance,Linguistic Quality Assurance,19-internationalization-localization,Internationalization and Localization,localization-operations,Localization Operations,skills/19-internationalization-localization/localization-operations/linguistic-quality-assurance/SKILL.md,0ca1877f0b068d82d6a49c09b7fff1da5500e16541866a8214c6b57f283a549a
